"Precinct","DATE","n"
14,2014-11-13,17
17,2014-11-13,14
18,2014-11-13,22
19,2014-11-13,21
20,2014-11-13,11
22,2014-11-13,2
23,2014-11-13,8
24,2014-11-13,5
25,2014-11-13,6
26,2014-11-13,2
28,2014-11-13,1
30,2014-11-13,1
32,2014-11-13,0
33,2014-11-13,4
34,2014-11-13,1
40,2014-11-13,7
41,2014-11-13,7
42,2014-11-13,4
43,2014-11-13,8
44,2014-11-13,4
45,2014-11-13,6
46,2014-11-13,5
47,2014-11-13,9
48,2014-11-13,6
49,2014-11-13,5
50,2014-11-13,5
52,2014-11-13,7
60,2014-11-13,2
61,2014-11-13,15
62,2014-11-13,8
63,2014-11-13,11
66,2014-11-13,8
67,2014-11-13,12
68,2014-11-13,8
69,2014-11-13,3
70,2014-11-13,10
71,2014-11-13,3
72,2014-11-13,10
73,2014-11-13,6
75,2014-11-13,11
76,2014-11-13,6
77,2014-11-13,5
78,2014-11-13,4
79,2014-11-13,4
81,2014-11-13,4
83,2014-11-13,2
84,2014-11-13,12
88,2014-11-13,4
90,2014-11-13,15
94,2014-11-13,4
100,2014-11-13,1
101,2014-11-13,0
102,2014-11-13,8
103,2014-11-13,8
104,2014-11-13,12
105,2014-11-13,26
106,2014-11-13,9
107,2014-11-13,9
108,2014-11-13,12
109,2014-11-13,18
110,2014-11-13,8
111,2014-11-13,13
112,2014-11-13,5
113,2014-11-13,5
114,2014-11-13,13
115,2014-11-13,10
120,2014-11-13,13
121,2014-11-13,1
122,2014-11-13,6
123,2014-11-13,6
1,2014-11-14,8
5,2014-11-14,8
6,2014-11-14,5
7,2014-11-14,4
9,2014-11-14,5
10,2014-11-14,9
13,2014-11-14,2
14,2014-11-14,12
17,2014-11-14,11
18,2014-11-14,12
19,2014-11-14,19
20,2014-11-14,2
22,2014-11-14,3
23,2014-11-14,4
24,2014-11-14,3
25,2014-11-14,5
26,2014-11-14,6
28,2014-11-14,1
30,2014-11-14,1
32,2014-11-14,4
33,2014-11-14,4
34,2014-11-14,5
40,2014-11-14,5
41,2014-11-14,3
42,2014-11-14,4
43,2014-11-14,8
44,2014-11-14,3
45,2014-11-14,6
46,2014-11-14,6
47,2014-11-14,8
48,2014-11-14,5
49,2014-11-14,6
50,2014-11-14,3
52,2014-11-14,7
60,2014-11-14,7
61,2014-11-14,6
62,2014-11-14,4
63,2014-11-14,9
66,2014-11-14,6
67,2014-11-14,9
68,2014-11-14,10
69,2014-11-14,1
70,2014-11-14,6
71,2014-11-14,9
72,2014-11-14,9
73,2014-11-14,7
75,2014-11-14,14
76,2014-11-14,2
77,2014-11-14,4
78,2014-11-14,7
79,2014-11-14,7
81,2014-11-14,2
83,2014-11-14,3
84,2014-11-14,7
88,2014-11-14,9
90,2014-11-14,9
94,2014-11-14,12
100,2014-11-14,3
101,2014-11-14,0
102,2014-11-14,12
103,2014-11-14,7
104,2014-11-14,15
105,2014-11-14,15
106,2014-11-14,9
107,2014-11-14,13
108,2014-11-14,13
109,2014-11-14,15
110,2014-11-14,5
111,2014-11-14,9
112,2014-11-14,11
113,2014-11-14,9
114,2014-11-14,14
115,2014-11-14,10
120,2014-11-14,14
121,2014-11-14,1
122,2014-11-14,5
123,2014-11-14,6
1,2014-11-15,5
5,2014-11-15,7
6,2014-11-15,1
7,2014-11-15,4
9,2014-11-15,3
10,2014-11-15,8
13,2014-11-15,13
14,2014-11-15,6
17,2014-11-15,12
18,2014-11-15,14
19,2014-11-15,15
20,2014-11-15,5
22,2014-11-15,1
23,2014-11-15,2
24,2014-11-15,4
25,2014-11-15,4
26,2014-11-15,0
28,2014-11-15,1
30,2014-11-15,1
32,2014-11-15,2
33,2014-11-15,4
34,2014-11-15,2
40,2014-11-15,3
41,2014-11-15,4
42,2014-11-15,4
43,2014-11-15,8
44,2014-11-15,4
45,2014-11-15,1
46,2014-11-15,3
47,2014-11-15,11
48,2014-11-15,5
49,2014-11-15,4
50,2014-11-15,4
52,2014-11-15,4
60,2014-11-15,1
61,2014-11-15,9
62,2014-11-15,5
63,2014-11-15,4
66,2014-11-15,4
67,2014-11-15,12
68,2014-11-15,4
69,2014-11-15,4
70,2014-11-15,5
71,2014-11-15,3
72,2014-11-15,7
73,2014-11-15,8
75,2014-11-15,10
76,2014-11-15,4
77,2014-11-15,3
78,2014-11-15,4
79,2014-11-15,7
81,2014-11-15,1
83,2014-11-15,5
84,2014-11-15,4
88,2014-11-15,2
90,2014-11-15,3
94,2014-11-15,3
100,2014-11-15,0
101,2014-11-15,2
102,2014-11-15,11
103,2014-11-15,6
104,2014-11-15,11
105,2014-11-15,19
106,2014-11-15,8
107,2014-11-15,7
108,2014-11-15,10
109,2014-11-15,11
110,2014-11-15,8
111,2014-11-15,12
112,2014-11-15,4
113,2014-11-15,1
114,2014-11-15,16
115,2014-11-15,14
120,2014-11-15,8
121,2014-11-15,1
122,2014-11-15,4
123,2014-11-15,6
1,2014-11-16,1
5,2014-11-16,9
6,2014-11-16,0
7,2014-11-16,4
9,2014-11-16,1
10,2014-11-16,5
13,2014-11-16,8
14,2014-11-16,12
17,2014-11-16,11
18,2014-11-16,15
19,2014-11-16,12
20,2014-11-16,2
22,2014-11-16,0
23,2014-11-16,2
24,2014-11-16,2
25,2014-11-16,4
26,2014-11-16,0
28,2014-11-16,1
30,2014-11-16,2
32,2014-11-16,3
33,2014-11-16,0
34,2014-11-16,1
40,2014-11-16,5
41,2014-11-16,3
42,2014-11-16,0
43,2014-11-16,4
44,2014-11-16,2
45,2014-11-16,2
46,2014-11-16,0
47,2014-11-16,11
48,2014-11-16,1
49,2014-11-16,4
50,2014-11-16,3
52,2014-11-16,6
60,2014-11-16,3
61,2014-11-16,7
62,2014-11-16,5
63,2014-11-16,3
66,2014-11-16,3
67,2014-11-16,4
68,2014-11-16,6
69,2014-11-16,6
70,2014-11-16,4
71,2014-11-16,2
72,2014-11-16,6
73,2014-11-16,3
75,2014-11-16,9
76,2014-11-16,3
77,2014-11-16,3
78,2014-11-16,5
79,2014-11-16,6
81,2014-11-16,2
83,2014-11-16,5
84,2014-11-16,3
88,2014-11-16,1
90,2014-11-16,8
94,2014-11-16,6
100,2014-11-16,1
101,2014-11-16,4
102,2014-11-16,7
103,2014-11-16,5
104,2014-11-16,3
105,2014-11-16,8
106,2014-11-16,11
107,2014-11-16,7
108,2014-11-16,9
109,2014-11-16,11
110,2014-11-16,10
111,2014-11-16,5
112,2014-11-16,2
113,2014-11-16,7
114,2014-11-16,7
115,2014-11-16,20
120,2014-11-16,1
121,2014-11-16,1
122,2014-11-16,5
123,2014-11-16,3
1,2014-11-17,4
5,2014-11-17,3
6,2014-11-17,3
7,2014-11-17,3
9,2014-11-17,5
10,2014-11-17,6
13,2014-11-17,10
14,2014-11-17,17
17,2014-11-17,17
18,2014-11-17,17
19,2014-11-17,18
20,2014-11-17,5
22,2014-11-17,2
23,2014-11-17,6
24,2014-11-17,3
25,2014-11-17,5
26,2014-11-17,1
28,2014-11-17,3
30,2014-11-17,2
32,2014-11-17,2
33,2014-11-17,4
34,2014-11-17,2
40,2014-11-17,6
41,2014-11-17,8
42,2014-11-17,3
43,2014-11-17,3
44,2014-11-17,4
45,2014-11-17,5
46,2014-11-17,9
47,2014-11-17,9
48,2014-11-17,5
49,2014-11-17,4
50,2014-11-17,3
52,2014-11-17,7
60,2014-11-17,4
61,2014-11-17,9
62,2014-11-17,10
63,2014-11-17,11
66,2014-11-17,9
67,2014-11-17,5
68,2014-11-17,4
69,2014-11-17,4
70,2014-11-17,9
71,2014-11-17,13
72,2014-11-17,9
73,2014-11-17,3
75,2014-11-17,11
76,2014-11-17,2
77,2014-11-17,8
78,2014-11-17,6
79,2014-11-17,5
81,2014-11-17,9
83,2014-11-17,4
84,2014-11-17,10
88,2014-11-17,3
90,2014-11-17,8
94,2014-11-17,10
100,2014-11-17,2
101,2014-11-17,2
102,2014-11-17,15
103,2014-11-17,6
104,2014-11-17,13
105,2014-11-17,19
106,2014-11-17,12
107,2014-11-17,15
108,2014-11-17,15
109,2014-11-17,16
110,2014-11-17,11
111,2014-11-17,18
112,2014-11-17,11
113,2014-11-17,9
114,2014-11-17,5
115,2014-11-17,5
120,2014-11-17,7
121,2014-11-17,5
122,2014-11-17,12
123,2014-11-17,3
1,2014-11-18,8
5,2014-11-18,9
6,2014-11-18,4
7,2014-11-18,3
9,2014-11-18,5
10,2014-11-18,8
13,2014-11-18,13
14,2014-11-18,10
17,2014-11-18,12
18,2014-11-18,11
19,2014-11-18,26
20,2014-11-18,5
22,2014-11-18,1
23,2014-11-18,3
24,2014-11-18,2
25,2014-11-18,7
26,2014-11-18,3
28,2014-11-18,5
30,2014-11-18,5
32,2014-11-18,2
33,2014-11-18,8
34,2014-11-18,5
40,2014-11-18,5
41,2014-11-18,7
42,2014-11-18,6
43,2014-11-18,10
44,2014-11-18,9
45,2014-11-18,7
46,2014-11-18,5
47,2014-11-18,10
48,2014-11-18,4
49,2014-11-18,3
50,2014-11-18,8
52,2014-11-18,13
60,2014-11-18,1
61,2014-11-18,13
62,2014-11-18,7
63,2014-11-18,7
66,2014-11-18,14
67,2014-11-18,7
68,2014-11-18,6
69,2014-11-18,5
70,2014-11-18,9
71,2014-11-18,8
72,2014-11-18,10
73,2014-11-18,5
75,2014-11-18,14
76,2014-11-18,4
77,2014-11-18,6
78,2014-11-18,8
79,2014-11-18,7
81,2014-11-18,2
83,2014-11-18,4
84,2014-11-18,9
88,2014-11-18,7
90,2014-11-18,11
94,2014-11-18,7
100,2014-11-18,1
101,2014-11-18,5
102,2014-11-18,9
103,2014-11-18,10
104,2014-11-18,11
105,2014-11-18,26
106,2014-11-18,9
107,2014-11-18,8
108,2014-11-18,14
109,2014-11-18,12
110,2014-11-18,6
111,2014-11-18,16
112,2014-11-18,11
113,2014-11-18,7
114,2014-11-18,8
115,2014-11-18,9
120,2014-11-18,4
121,2014-11-18,3
122,2014-11-18,14
123,2014-11-18,6
1,2014-11-19,6
5,2014-11-19,5
6,2014-11-19,3
7,2014-11-19,0
9,2014-11-19,0
10,2014-11-19,10
13,2014-11-19,6
14,2014-11-19,13
17,2014-11-19,10
18,2014-11-19,18
19,2014-11-19,19
20,2014-11-19,4
22,2014-11-19,5
23,2014-11-19,6
24,2014-11-19,5
25,2014-11-19,2
26,2014-11-19,3
28,2014-11-19,1
30,2014-11-19,2
32,2014-11-19,4
33,2014-11-19,6
34,2014-11-19,4
40,2014-11-19,6
41,2014-11-19,3
42,2014-11-19,1
43,2014-11-19,6
44,2014-11-19,4
45,2014-11-19,5
46,2014-11-19,3
47,2014-11-19,4
48,2014-11-19,4
49,2014-11-19,10
50,2014-11-19,3
52,2014-11-19,5
60,2014-11-19,6
61,2014-11-19,13
62,2014-11-19,6
63,2014-11-19,7
66,2014-11-19,11
67,2014-11-19,12
68,2014-11-19,7
69,2014-11-19,5
70,2014-11-19,9
71,2014-11-19,8
72,2014-11-19,10
73,2014-11-19,6
75,2014-11-19,16
76,2014-11-19,4
77,2014-11-19,5
78,2014-11-19,4
79,2014-11-19,5
81,2014-11-19,7
83,2014-11-19,4
84,2014-11-19,6
88,2014-11-19,4
90,2014-11-19,10
94,2014-11-19,5
100,2014-11-19,1
101,2014-11-19,2
102,2014-11-19,4
103,2014-11-19,11
104,2014-11-19,11
105,2014-11-19,21
106,2014-11-19,7
107,2014-11-19,6
108,2014-11-19,11
109,2014-11-19,15
110,2014-11-19,11
111,2014-11-19,10
112,2014-11-19,9
113,2014-11-19,7
114,2014-11-19,10
115,2014-11-19,10
120,2014-11-19,7
121,2014-11-19,2
122,2014-11-19,13
123,2014-11-19,6
1,2014-11-20,11
5,2014-11-20,8
6,2014-11-20,8
7,2014-11-20,4
9,2014-11-20,2
10,2014-11-20,8
13,2014-11-20,9
14,2014-11-20,12
17,2014-11-20,9
18,2014-11-20,20
19,2014-11-20,21
20,2014-11-20,0
22,2014-11-20,4
23,2014-11-20,5
24,2014-11-20,6
25,2014-11-20,11
26,2014-11-20,8
28,2014-11-20,3
30,2014-11-20,0
32,2014-11-20,0
33,2014-11-20,6
34,2014-11-20,1
40,2014-11-20,3
41,2014-11-20,7
42,2014-11-20,4
43,2014-11-20,3
44,2014-11-20,5
45,2014-11-20,10
46,2014-11-20,2
47,2014-11-20,12
48,2014-11-20,5
49,2014-11-20,4
50,2014-11-20,1
52,2014-11-20,4
60,2014-11-20,5
61,2014-11-20,4
62,2014-11-20,5
63,2014-11-20,4
66,2014-11-20,8
67,2014-11-20,9
68,2014-11-20,1
69,2014-11-20,3
70,2014-11-20,12
71,2014-11-20,8
72,2014-11-20,14
73,2014-11-20,3
75,2014-11-20,12
76,2014-11-20,5
77,2014-11-20,8
78,2014-11-20,7
79,2014-11-20,8
81,2014-11-20,3
83,2014-11-20,6
84,2014-11-20,16
88,2014-11-20,3
90,2014-11-20,13
94,2014-11-20,4
100,2014-11-20,3
101,2014-11-20,2
102,2014-11-20,7
103,2014-11-20,9
104,2014-11-20,11
105,2014-11-20,14
106,2014-11-20,8
107,2014-11-20,8
108,2014-11-20,9
109,2014-11-20,19
110,2014-11-20,7
111,2014-11-20,11
112,2014-11-20,2
113,2014-11-20,7
114,2014-11-20,8
115,2014-11-20,9
120,2014-11-20,5
121,2014-11-20,3
122,2014-11-20,11
123,2014-11-20,5
1,2014-11-21,8
5,2014-11-21,13
6,2014-11-21,7
7,2014-11-21,3
9,2014-11-21,4
10,2014-11-21,7
13,2014-11-21,11
14,2014-11-21,12
17,2014-11-21,15
18,2014-11-21,12
19,2014-11-21,21
20,2014-11-21,3
22,2014-11-21,1
23,2014-11-21,3
24,2014-11-21,4
25,2014-11-21,11
26,2014-11-21,5
28,2014-11-21,1
30,2014-11-21,2
32,2014-11-21,0
33,2014-11-21,5
34,2014-11-21,2
40,2014-11-21,6
41,2014-11-21,5
42,2014-11-21,4
43,2014-11-21,6
44,2014-11-21,3
45,2014-11-21,11
46,2014-11-21,4
47,2014-11-21,13
48,2014-11-21,8
49,2014-11-21,6
50,2014-11-21,4
52,2014-11-21,6
60,2014-11-21,4
61,2014-11-21,13
62,2014-11-21,8
63,2014-11-21,3
66,2014-11-21,3
67,2014-11-21,6
68,2014-11-21,9
69,2014-11-21,3
70,2014-11-21,7
71,2014-11-21,3
72,2014-11-21,13
73,2014-11-21,4
75,2014-11-21,15
76,2014-11-21,3
77,2014-11-21,4
78,2014-11-21,2
79,2014-11-21,6
81,2014-11-21,5
83,2014-11-21,4
84,2014-11-21,14
88,2014-11-21,7
90,2014-11-21,5
94,2014-11-21,10
100,2014-11-21,3
101,2014-11-21,4
102,2014-11-21,11
103,2014-11-21,7
104,2014-11-21,19
105,2014-11-21,12
106,2014-11-21,10
107,2014-11-21,8
108,2014-11-21,14
109,2014-11-21,19
110,2014-11-21,12
111,2014-11-21,15
112,2014-11-21,6
113,2014-11-21,10
114,2014-11-21,11
115,2014-11-21,10
120,2014-11-21,12
121,2014-11-21,2
122,2014-11-21,3
123,2014-11-21,0
1,2014-11-22,3
5,2014-11-22,8
6,2014-11-22,4
7,2014-11-22,2
9,2014-11-22,2
10,2014-11-22,10
13,2014-11-22,12
14,2014-11-22,7
17,2014-11-22,5
18,2014-11-22,14
19,2014-11-22,7
20,2014-11-22,3
22,2014-11-22,1
23,2014-11-22,2
24,2014-11-22,4
25,2014-11-22,5
26,2014-11-22,3
28,2014-11-22,2
30,2014-11-22,1
32,2014-11-22,0
33,2014-11-22,4
34,2014-11-22,6
40,2014-11-22,3
41,2014-11-22,4
42,2014-11-22,4
43,2014-11-22,5
44,2014-11-22,5
45,2014-11-22,7
46,2014-11-22,4
47,2014-11-22,5
48,2014-11-22,1
49,2014-11-22,5
50,2014-11-22,6
52,2014-11-22,6
60,2014-11-22,2
61,2014-11-22,4
62,2014-11-22,6
63,2014-11-22,1
66,2014-11-22,5
67,2014-11-22,10
68,2014-11-22,6
69,2014-11-22,8
70,2014-11-22,3
71,2014-11-22,2
72,2014-11-22,6
73,2014-11-22,9
75,2014-11-22,15
76,2014-11-22,4
77,2014-11-22,4
78,2014-11-22,7
79,2014-11-22,1
81,2014-11-22,5
83,2014-11-22,6
84,2014-11-22,4
88,2014-11-22,6
90,2014-11-22,4
94,2014-11-22,5
100,2014-11-22,0
101,2014-11-22,5
102,2014-11-22,6
103,2014-11-22,2
104,2014-11-22,5
105,2014-11-22,8
106,2014-11-22,7
107,2014-11-22,5
108,2014-11-22,9
109,2014-11-22,14
110,2014-11-22,8
111,2014-11-22,5
112,2014-11-22,6
113,2014-11-22,7
114,2014-11-22,18
115,2014-11-22,10
120,2014-11-22,7
121,2014-11-22,0
122,2014-11-22,9
123,2014-11-22,6
1,2014-11-23,6
5,2014-11-23,7
6,2014-11-23,5
7,2014-11-23,1
9,2014-11-23,2
10,2014-11-23,7
13,2014-11-23,4
14,2014-11-23,8
17,2014-11-23,5
18,2014-11-23,11
19,2014-11-23,2
20,2014-11-23,4
22,2014-11-23,2
23,2014-11-23,1
24,2014-11-23,1
25,2014-11-23,6
26,2014-11-23,1
28,2014-11-23,1
30,2014-11-23,0
32,2014-11-23,4
33,2014-11-23,1
34,2014-11-23,3
40,2014-11-23,2
41,2014-11-23,1
42,2014-11-23,1
43,2014-11-23,5
44,2014-11-23,1
45,2014-11-23,4
46,2014-11-23,5
47,2014-11-23,6
48,2014-11-23,4
49,2014-11-23,3
50,2014-11-23,3
52,2014-11-23,3
60,2014-11-23,2
61,2014-11-23,8
62,2014-11-23,7
63,2014-11-23,5
66,2014-11-23,5
67,2014-11-23,5
68,2014-11-23,2
69,2014-11-23,4
70,2014-11-23,7
71,2014-11-23,6
72,2014-11-23,3
73,2014-11-23,4
75,2014-11-23,11
76,2014-11-23,3
77,2014-11-23,6
78,2014-11-23,5
79,2014-11-23,5
81,2014-11-23,2
83,2014-11-23,4
84,2014-11-23,5
88,2014-11-23,0
90,2014-11-23,6
94,2014-11-23,3
100,2014-11-23,2
101,2014-11-23,2
102,2014-11-23,7
103,2014-11-23,5
104,2014-11-23,4
105,2014-11-23,13
106,2014-11-23,14
107,2014-11-23,7
108,2014-11-23,7
109,2014-11-23,17
110,2014-11-23,2
111,2014-11-23,6
112,2014-11-23,3
113,2014-11-23,9
114,2014-11-23,10
115,2014-11-23,11
120,2014-11-23,2
121,2014-11-23,2
122,2014-11-23,3
123,2014-11-23,1
1,2014-11-24,12
5,2014-11-24,9
6,2014-11-24,1
7,2014-11-24,2
9,2014-11-24,3
10,2014-11-24,7
13,2014-11-24,15
14,2014-11-24,14
17,2014-11-24,10
18,2014-11-24,17
19,2014-11-24,15
20,2014-11-24,5
22,2014-11-24,2
23,2014-11-24,6
24,2014-11-24,2
25,2014-11-24,6
26,2014-11-24,2
28,2014-11-24,2
30,2014-11-24,2
32,2014-11-24,3
33,2014-11-24,4
34,2014-11-24,5
40,2014-11-24,7
41,2014-11-24,2
42,2014-11-24,2
43,2014-11-24,3
44,2014-11-24,7
45,2014-11-24,8
46,2014-11-24,7
47,2014-11-24,9
48,2014-11-24,2
49,2014-11-24,3
50,2014-11-24,2
52,2014-11-24,10
60,2014-11-24,6
61,2014-11-24,14
62,2014-11-24,7
63,2014-11-24,7
66,2014-11-24,3
67,2014-11-24,11
68,2014-11-24,4
69,2014-11-24,7
70,2014-11-24,6
71,2014-11-24,18
72,2014-11-24,10
73,2014-11-24,9
75,2014-11-24,17
76,2014-11-24,2
77,2014-11-24,6
78,2014-11-24,3
79,2014-11-24,7
81,2014-11-24,3
83,2014-11-24,11
84,2014-11-24,9
88,2014-11-24,6
90,2014-11-24,10
94,2014-11-24,7
100,2014-11-24,1
101,2014-11-24,3
102,2014-11-24,14
103,2014-11-24,5
104,2014-11-24,18
105,2014-11-24,22
106,2014-11-24,14
107,2014-11-24,11
108,2014-11-24,19
109,2014-11-24,22
110,2014-11-24,9
111,2014-11-24,17
112,2014-11-24,9
113,2014-11-24,11
114,2014-11-24,11
115,2014-11-24,6
120,2014-11-24,8
121,2014-11-24,3
122,2014-11-24,8
123,2014-11-24,1
1,2014-11-25,8
5,2014-11-25,8
6,2014-11-25,2
7,2014-11-25,1
9,2014-11-25,5
10,2014-11-25,13
13,2014-11-25,14
14,2014-11-25,9
17,2014-11-25,9
18,2014-11-25,8
19,2014-11-25,20
20,2014-11-25,10
22,2014-11-25,0
23,2014-11-25,3
24,2014-11-25,7
25,2014-11-25,6
26,2014-11-25,1
28,2014-11-25,4
30,2014-11-25,2
32,2014-11-25,2
33,2014-11-25,3
34,2014-11-25,1
40,2014-11-25,4
41,2014-11-25,4
42,2014-11-25,5
43,2014-11-25,9
44,2014-11-25,3
45,2014-11-25,4
46,2014-11-25,5
47,2014-11-25,9
48,2014-11-25,5
49,2014-11-25,7
50,2014-11-25,3
52,2014-11-25,8
60,2014-11-25,0
61,2014-11-25,6
62,2014-11-25,7
63,2014-11-25,4
66,2014-11-25,11
67,2014-11-25,12
68,2014-11-25,7
69,2014-11-25,4
70,2014-11-25,5
71,2014-11-25,7
72,2014-11-25,9
73,2014-11-25,6
75,2014-11-25,3
76,2014-11-25,4
77,2014-11-25,2
78,2014-11-25,7
79,2014-11-25,6
81,2014-11-25,2
83,2014-11-25,4
84,2014-11-25,11
88,2014-11-25,3
90,2014-11-25,10
94,2014-11-25,6
100,2014-11-25,1
101,2014-11-25,1
102,2014-11-25,7
103,2014-11-25,8
104,2014-11-25,3
105,2014-11-25,20
106,2014-11-25,10
107,2014-11-25,10
108,2014-11-25,18
109,2014-11-25,10
110,2014-11-25,5
111,2014-11-25,15
112,2014-11-25,5
113,2014-11-25,5
114,2014-11-25,8
115,2014-11-25,9
120,2014-11-25,7
121,2014-11-25,4
122,2014-11-25,12
123,2014-11-25,5
1,2014-11-26,3
5,2014-11-26,6
6,2014-11-26,2
7,2014-11-26,3
9,2014-11-26,2
10,2014-11-26,11
13,2014-11-26,6
14,2014-11-26,14
17,2014-11-26,10
18,2014-11-26,24
19,2014-11-26,23
20,2014-11-26,6
22,2014-11-26,0
23,2014-11-26,3
24,2014-11-26,1
25,2014-11-26,2
26,2014-11-26,0
28,2014-11-26,0
30,2014-11-26,3
32,2014-11-26,4
33,2014-11-26,7
34,2014-11-26,8
40,2014-11-26,3
41,2014-11-26,6
42,2014-11-26,9
43,2014-11-26,5
44,2014-11-26,4
45,2014-11-26,6
46,2014-11-26,3
47,2014-11-26,8
48,2014-11-26,8
49,2014-11-26,8
50,2014-11-26,2
52,2014-11-26,10
60,2014-11-26,6
61,2014-11-26,12
62,2014-11-26,9
63,2014-11-26,10
66,2014-11-26,16
67,2014-11-26,16
68,2014-11-26,8
69,2014-11-26,3
70,2014-11-26,10
71,2014-11-26,9
72,2014-11-26,10
73,2014-11-26,7
75,2014-11-26,27
76,2014-11-26,4
77,2014-11-26,9
78,2014-11-26,6
79,2014-11-26,5
81,2014-11-26,4
83,2014-11-26,4
84,2014-11-26,9
88,2014-11-26,2
90,2014-11-26,7
94,2014-11-26,6
100,2014-11-26,1
101,2014-11-26,3
102,2014-11-26,16
103,2014-11-26,17
104,2014-11-26,11
105,2014-11-26,19
106,2014-11-26,14
107,2014-11-26,13
108,2014-11-26,13
109,2014-11-26,15
110,2014-11-26,7
111,2014-11-26,14
112,2014-11-26,8
113,2014-11-26,8
114,2014-11-26,16
115,2014-11-26,15
120,2014-11-26,13
121,2014-11-26,2
122,2014-11-26,9
123,2014-11-26,7
1,2014-11-27,5
5,2014-11-27,4
6,2014-11-27,3
7,2014-11-27,3
9,2014-11-27,1
10,2014-11-27,4
13,2014-11-27,2
14,2014-11-27,5
17,2014-11-27,2
18,2014-11-27,2
19,2014-11-27,4
20,2014-11-27,2
22,2014-11-27,0
23,2014-11-27,2
24,2014-11-27,1
25,2014-11-27,3
26,2014-11-27,2
28,2014-11-27,1
30,2014-11-27,1
32,2014-11-27,3
33,2014-11-27,7
34,2014-11-27,3
40,2014-11-27,3
41,2014-11-27,0
42,2014-11-27,2
43,2014-11-27,2
44,2014-11-27,4
45,2014-11-27,3
46,2014-11-27,3
47,2014-11-27,6
48,2014-11-27,7
49,2014-11-27,2
50,2014-11-27,4
52,2014-11-27,8
60,2014-11-27,4
61,2014-11-27,6
62,2014-11-27,5
63,2014-11-27,5
66,2014-11-27,11
67,2014-11-27,6
68,2014-11-27,5
69,2014-11-27,1
70,2014-11-27,6
71,2014-11-27,6
72,2014-11-27,1
73,2014-11-27,5
75,2014-11-27,8
76,2014-11-27,2
77,2014-11-27,2
78,2014-11-27,2
79,2014-11-27,4
81,2014-11-27,2
83,2014-11-27,4
84,2014-11-27,1
88,2014-11-27,0
90,2014-11-27,6
94,2014-11-27,0
100,2014-11-27,2
101,2014-11-27,1
102,2014-11-27,4
103,2014-11-27,1
104,2014-11-27,5
105,2014-11-27,15
106,2014-11-27,10
107,2014-11-27,7
108,2014-11-27,2
109,2014-11-27,13
110,2014-11-27,7
111,2014-11-27,7
112,2014-11-27,3
113,2014-11-27,9
114,2014-11-27,2
115,2014-11-27,4
120,2014-11-27,7
121,2014-11-27,0
122,2014-11-27,4
123,2014-11-27,5
1,2014-11-28,7
5,2014-11-28,8
6,2014-11-28,4
7,2014-11-28,2
9,2014-11-28,1
10,2014-11-28,6
13,2014-11-28,4
14,2014-11-28,6
17,2014-11-28,6
18,2014-11-28,5
19,2014-11-28,8
20,2014-11-28,1
22,2014-11-28,0
23,2014-11-28,3
24,2014-11-28,3
25,2014-11-28,10
26,2014-11-28,0
28,2014-11-28,2
30,2014-11-28,1
32,2014-11-28,4
33,2014-11-28,5
34,2014-11-28,2
40,2014-11-28,6
41,2014-11-28,0
42,2014-11-28,4
43,2014-11-28,5
44,2014-11-28,5
45,2014-11-28,5
46,2014-11-28,3
47,2014-11-28,15
48,2014-11-28,3
49,2014-11-28,7
50,2014-11-28,2
52,2014-11-28,6
60,2014-11-28,5
61,2014-11-28,5
62,2014-11-28,10
63,2014-11-28,3
66,2014-11-28,5
67,2014-11-28,14
68,2014-11-28,5
69,2014-11-28,6
70,2014-11-28,7
71,2014-11-28,2
72,2014-11-28,7
73,2014-11-28,2
75,2014-11-28,9
76,2014-11-28,1
77,2014-11-28,3
78,2014-11-28,4
79,2014-11-28,7
81,2014-11-28,0
83,2014-11-28,5
84,2014-11-28,6
88,2014-11-28,1
90,2014-11-28,4
94,2014-11-28,3
100,2014-11-28,2
101,2014-11-28,1
102,2014-11-28,1
103,2014-11-28,3
104,2014-11-28,9
105,2014-11-28,12
106,2014-11-28,3
107,2014-11-28,4
108,2014-11-28,11
109,2014-11-28,13
110,2014-11-28,2
111,2014-11-28,8
112,2014-11-28,3
113,2014-11-28,3
114,2014-11-28,10
115,2014-11-28,10
120,2014-11-28,3
121,2014-11-28,0
122,2014-11-28,8
123,2014-11-28,3
1,2014-11-29,3
5,2014-11-29,11
6,2014-11-29,1
7,2014-11-29,5
9,2014-11-29,3
10,2014-11-29,3
13,2014-11-29,7
14,2014-11-29,13
17,2014-11-29,2
18,2014-11-29,6
19,2014-11-29,7
20,2014-11-29,2
22,2014-11-29,0
23,2014-11-29,2
24,2014-11-29,6
25,2014-11-29,1
26,2014-11-29,0
28,2014-11-29,1
30,2014-11-29,0
32,2014-11-29,0
33,2014-11-29,6
34,2014-11-29,3
40,2014-11-29,4
41,2014-11-29,1
42,2014-11-29,2
43,2014-11-29,5
44,2014-11-29,3
45,2014-11-29,7
46,2014-11-29,2
47,2014-11-29,4
48,2014-11-29,4
49,2014-11-29,6
50,2014-11-29,1
52,2014-11-29,10
60,2014-11-29,2
61,2014-11-29,6
62,2014-11-29,7
63,2014-11-29,4
66,2014-11-29,3
67,2014-11-29,6
68,2014-11-29,7
69,2014-11-29,4
70,2014-11-29,5
71,2014-11-29,6
72,2014-11-29,2
73,2014-11-29,2
